time,pyfile,data_shape,random_num,model,model_structure,loss,optimizer,epochs,batch_size,train_second,first_loss,last_loss,test_loss,sub_score,train_ration,total_params
2026-09-18 15:54:55,keras44_ImageDataGenerator3.py,"(6000, 100, 100, 3)",0,sequential,Conv2D 16[3x3] -> 32[3x3](relu) -> 32[2x2](relu) -> Dropout (0.2) -> MaxPooling2D 32 -> Conv2D 32[2x2](relu) -> 128[2x2](relu) -> Dropout (0.3) -> AveragePooling2D 128 -> Conv2D 64[2x2](relu) -> 16[2x2](relu) -> MaxPooling2D 16 -> Conv2D 32[3x3] -> AveragePooling2D 32 -> Conv2D 128[3x3] -> Dropout (0.3) -> GlobalAveragePooling2D 128 -> Dense 64(relu) -> Dropout (0.3) -> Dense 32(relu) -> 1(sigmoid),binary_crossentropy,Adam,130,256,366.1398,0.6915503740310669,1.1399263143539429,0.4151005744934082,0.8215521502718734,0,118801
2026-09-18 16:09:05,keras44_ImageDataGenerator3.py,"(6900, 100, 100, 3)",0,sequential,Conv2D 16[3x3] -> 32[3x3](relu) -> 32[2x2](relu) -> Dropout (0.2) -> MaxPooling2D 32 -> Conv2D 32[2x2](relu) -> 128[2x2](relu) -> Dropout (0.3) -> AveragePooling2D 128 -> Conv2D 64[2x2](relu) -> 16[2x2](relu) -> MaxPooling2D 16 -> Conv2D 32[3x3] -> AveragePooling2D 32 -> Conv2D 128[3x3] -> Dropout (0.3) -> GlobalAveragePooling2D 128 -> Dense 64(relu) -> Dropout (0.3) -> Dense 32(relu) -> 1(sigmoid),binary_crossentropy,Adam,133,256,453.4366,0.6930567622184753,1.2466132640838623,0.41954049468040466,0.8255066732575383,0,118801
2026-09-18 16:27:32,keras44_ImageDataGenerator3.py,"(8005, 150, 150, 3)",0,sequential,Conv2D 16[3x3] -> 32[3x3](relu) -> 32[2x2](relu) -> Dropout (0.2) -> MaxPooling2D 32 -> Conv2D 32[2x2](relu) -> 128[2x2](relu) -> Dropout (0.3) -> AveragePooling2D 128 -> Conv2D 64[2x2](relu) -> 16[2x2](relu) -> MaxPooling2D 16 -> Conv2D 32[3x3] -> AveragePooling2D 32 -> Conv2D 128[3x3] -> Dropout (0.3) -> GlobalAveragePooling2D 128 -> Dense 64(relu) -> Dropout (0.3) -> Dense 32(relu) -> 1(sigmoid),binary_crossentropy,Adam,107,32,1017.0341,0.6932441592216492,0.6931591033935547,0.6931907534599304,0.5002471576866041,0,118801
2026-09-18 16:43:40,keras44_ImageDataGenerator3.py,"(8005, 100, 100, 3)",0,sequential,Conv2D 16[3x3] -> 32[3x3](relu) -> 64[2x2](relu) -> Dropout (0.2) -> MaxPooling2D 64 -> Conv2D 32[2x2](relu) -> 128[2x2](relu) -> Dropout (0.3) -> AveragePooling2D 128 -> Dropout (0.1) -> Conv2D 64[2x2](relu) -> 16[2x2](relu) -> MaxPooling2D 16 -> Dropout (0.1) -> Conv2D 32[3x3] -> AveragePooling2D 32 -> Conv2D 128[3x3] -> Dropout (0.3) -> GlobalAveragePooling2D 128 -> Dense 64(relu) -> Dropout (0.3) -> Dense 32(relu) -> 1(sigmoid),binary_crossentropy,Adam,137,256,703.1923,0.6931715607643127,0.6796318888664246,0.377373069524765,0.8437963420662382,0,127025
