time,pyfile,data_shape,random_num,model,model_structure,loss,optimizer,epochs,batch_size,train_second,first loss,last loss,test_loss,r2_score
2026-09-03 15:48:52,repeat_random_states.py,"(1021, 9)",100,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.8414,34955.09375,3728.676025390625,4385.404296875,0.420720416819111
2026-09-03 15:48:53,repeat_random_states.py,"(1021, 9)",100,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.3789,3624.896484375,2715.633544921875,3120.796142578125,0.5877658907127596
2026-09-03 15:48:55,repeat_random_states.py,"(1021, 9)",100,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.4981,2769.3447265625,3036.61572265625,3092.84130859375,0.5914584693616036
2026-09-03 15:48:56,repeat_random_states.py,"(1021, 9)",101,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.3851,2867.47265625,2848.442626953125,2837.19384765625,0.5668888595407078
2026-09-03 15:48:58,repeat_random_states.py,"(1021, 9)",101,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.3108,2797.950927734375,2909.148193359375,2808.060546875,0.5713361883244
2026-09-03 15:48:59,repeat_random_states.py,"(1021, 9)",101,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.3541,2889.716552734375,2791.70751953125,2795.004638671875,0.5733292260599088
2026-09-03 15:49:01,repeat_random_states.py,"(1021, 9)",102,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.5403,2767.9677734375,3074.031982421875,3393.51318359375,0.5339830853198064
2026-09-03 15:49:02,repeat_random_states.py,"(1021, 9)",102,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.3297,3267.6337890625,2747.291259765625,2901.05859375,0.6016098109634496
2026-09-03 15:49:04,repeat_random_states.py,"(1021, 9)",102,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.3685,2750.905029296875,2845.32080078125,3085.680419921875,0.5762564995290789
2026-09-03 15:49:05,repeat_random_states.py,"(1021, 9)",103,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.5295,2668.2060546875,2626.6083984375,3347.1591796875,0.5100006783405693
2026-09-03 15:49:07,repeat_random_states.py,"(1021, 9)",103,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.3358,2597.03515625,2595.267822265625,3454.516845703125,0.4942843005521247
2026-09-03 15:49:08,repeat_random_states.py,"(1021, 9)",103,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.5461,2581.17724609375,2751.19482421875,3221.509521484375,0.5283948637042722
2026-09-03 15:49:10,repeat_random_states.py,"(1021, 9)",104,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.4484,2860.0478515625,2824.345703125,2609.357666015625,0.6174190472490984
2026-09-03 15:49:11,repeat_random_states.py,"(1021, 9)",104,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.3288,2856.32275390625,2875.01904296875,2769.2236328125,0.5939796470290635
2026-09-03 15:49:13,repeat_random_states.py,"(1021, 9)",104,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.4569,2879.92236328125,2897.47119140625,2651.1708984375,0.611288389645018
2026-09-03 15:49:15,repeat_random_states.py,"(1021, 9)",105,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.5078,2811.16845703125,2875.60205078125,2728.221923828125,0.6090572112890011
2026-09-03 15:49:16,repeat_random_states.py,"(1021, 9)",105,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.3657,2812.637451171875,2893.534423828125,3136.234619140625,0.5505907202332109
2026-09-03 15:49:18,repeat_random_states.py,"(1021, 9)",105,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.4163,3101.613037109375,2787.05908203125,2728.78564453125,0.6089764720900839
2026-09-03 15:49:19,repeat_random_states.py,"(1021, 9)",106,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.4559,2715.291259765625,2886.403076171875,2998.73095703125,0.5710421732591532
2026-09-03 15:49:21,repeat_random_states.py,"(1021, 9)",106,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.5316,2886.4013671875,2782.456787109375,3293.90087890625,0.5288191603377066
2026-09-03 15:49:23,repeat_random_states.py,"(1021, 9)",106,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.5278,2880.80712890625,2732.288818359375,2872.93359375,0.5890371541526507
2026-09-03 15:49:24,repeat_random_states.py,"(1021, 9)",107,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.383,2755.610107421875,2753.2705078125,2806.054443359375,0.5712423694520927
2026-09-03 15:49:26,repeat_random_states.py,"(1021, 9)",107,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.4224,2745.32470703125,2815.5625,2803.5615234375,0.5716233126357069
2026-09-03 15:49:27,repeat_random_states.py,"(1021, 9)",107,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.3995,2749.105712890625,2783.7919921875,3240.76904296875,0.5048191749919195
2026-09-03 15:49:29,repeat_random_states.py,"(1021, 9)",108,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.3397,2990.48095703125,2749.39697265625,2960.83447265625,0.5514404109489348
2026-09-03 15:49:30,repeat_random_states.py,"(1021, 9)",108,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.4167,2673.503662109375,2787.1640625,2946.033447265625,0.5536828210917932
2026-09-03 15:49:32,repeat_random_states.py,"(1021, 9)",108,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.5019,2719.72119140625,2698.206298828125,2945.251953125,0.5538011567801379
2026-09-03 15:49:33,repeat_random_states.py,"(1021, 9)",109,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.3975,2746.085205078125,2730.918701171875,2835.947509765625,0.557424933188104
2026-09-03 15:49:35,repeat_random_states.py,"(1021, 9)",109,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.3933,2709.31884765625,2737.732421875,2863.887939453125,0.5530645444200444
2026-09-03 15:49:36,repeat_random_states.py,"(1021, 9)",109,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.5635,2738.78271484375,2731.41357421875,2848.4697265625,0.5554707383415148
2026-09-03 15:49:38,repeat_random_states.py,"(1021, 9)",110,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.4143,2878.39794921875,2906.15478515625,2463.30712890625,0.6259600264338456
2026-09-03 15:49:39,repeat_random_states.py,"(1021, 9)",110,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.3899,2871.093994140625,2875.67333984375,2518.37548828125,0.6175981368104627
2026-09-03 15:49:41,repeat_random_states.py,"(1021, 9)",110,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.3417,2892.177490234375,3034.434814453125,2674.074951171875,0.593956031364332
2026-09-03 15:49:42,repeat_random_states.py,"(1021, 9)",111,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.4449,2982.710693359375,2844.5693359375,2714.791015625,0.6018139957034289
2026-09-03 15:49:44,repeat_random_states.py,"(1021, 9)",111,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.3937,2824.339599609375,2810.553955078125,2699.98291015625,0.6039859618891263
2026-09-03 15:49:45,repeat_random_states.py,"(1021, 9)",111,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.3811,2820.462890625,2942.550537109375,2801.455810546875,0.5891026934989697
2026-09-03 15:49:47,repeat_random_states.py,"(1021, 9)",112,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.4966,2938.420166015625,2798.447998046875,2624.36376953125,0.616946710272304
2026-09-03 15:49:48,repeat_random_states.py,"(1021, 9)",112,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.3572,2808.700439453125,2811.270263671875,2622.643798828125,0.61719772455777
2026-09-03 15:49:50,repeat_random_states.py,"(1021, 9)",112,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.4849,2794.94091796875,2863.07568359375,2639.638671875,0.6147171697381304
2026-09-03 15:49:52,repeat_random_states.py,"(1021, 9)",113,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.521,2595.671142578125,2592.207275390625,3125.640869140625,0.5771874082620643
2026-09-03 15:49:53,repeat_random_states.py,"(1021, 9)",113,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.3907,2583.150634765625,2653.558837890625,3234.073974609375,0.5625193728743941
2026-09-03 15:49:55,repeat_random_states.py,"(1021, 9)",113,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.6437,2642.8603515625,2584.921630859375,3146.640625,0.5743466753963579
2026-09-03 15:49:57,repeat_random_states.py,"(1021, 9)",114,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.4206,2834.039794921875,2834.539794921875,2576.261962890625,0.589521432957769
2026-09-03 15:49:58,repeat_random_states.py,"(1021, 9)",114,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.3667,2831.116943359375,2983.776611328125,2554.08544921875,0.5930548436801715
2026-09-03 15:50:00,repeat_random_states.py,"(1021, 9)",114,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.6714,2965.4150390625,2920.912841796875,2594.615478515625,0.586597159064591
2026-09-03 15:50:01,repeat_random_states.py,"(1021, 9)",115,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.4792,2853.3701171875,2752.363037109375,2778.560546875,0.6223946415826247
2026-09-03 15:50:03,repeat_random_states.py,"(1021, 9)",115,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.4207,2735.691650390625,2729.492431640625,2784.1416015625,0.621636143841654
2026-09-03 15:50:05,repeat_random_states.py,"(1021, 9)",115,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.4364,2768.373291015625,2758.944580078125,2805.83984375,0.618687362299809
2026-09-03 15:50:06,repeat_random_states.py,"(1021, 9)",116,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.4237,2871.5908203125,2860.800537109375,2559.56298828125,0.5895254137012191
2026-09-03 15:50:08,repeat_random_states.py,"(1021, 9)",116,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.504,3012.774169921875,2873.407470703125,2490.744873046875,0.6005617266572412
2026-09-03 15:50:09,repeat_random_states.py,"(1021, 9)",116,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.4726,2867.908447265625,2868.86328125,2485.14892578125,0.6014591302699874
2026-09-03 15:50:11,repeat_random_states.py,"(1021, 9)",117,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.7846,2713.9990234375,2719.952880859375,2835.576416015625,0.5745024698024306
2026-09-03 15:50:13,repeat_random_states.py,"(1021, 9)",117,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.4632,2713.707275390625,2737.3203125,2888.14990234375,0.566613492443331
2026-09-03 15:50:14,repeat_random_states.py,"(1021, 9)",117,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.378,2727.341796875,2760.924072265625,2831.667236328125,0.575089049698373
2026-09-03 15:50:16,repeat_random_states.py,"(1021, 9)",118,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.6451,2719.58642578125,2745.484375,2860.977783203125,0.5447062424013904
2026-09-03 15:50:18,repeat_random_states.py,"(1021, 9)",118,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.3837,2732.268310546875,2715.47900390625,2852.11376953125,0.5461167556909864
2026-09-03 15:50:19,repeat_random_states.py,"(1021, 9)",118,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.4041,2711.551025390625,2724.47900390625,2856.513427734375,0.545416664279885
2026-09-03 15:50:21,repeat_random_states.py,"(1021, 9)",119,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.3965,2640.506103515625,2628.4609375,3024.626953125,0.6015534106973999
2026-09-03 15:50:22,repeat_random_states.py,"(1021, 9)",119,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.4232,2645.729248046875,2644.246337890625,3013.82763671875,0.6029760421379318
2026-09-03 15:50:24,repeat_random_states.py,"(1021, 9)",119,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.6191,2653.421142578125,2661.280029296875,3037.7685546875,0.59982222809227
2026-09-03 15:50:26,repeat_random_states.py,"(1021, 9)",120,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.5042,2435.071533203125,2483.46240234375,3640.563720703125,0.5534423553529352
2026-09-03 15:50:27,repeat_random_states.py,"(1021, 9)",120,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.4676,2473.829345703125,2440.938232421875,3552.93115234375,0.5641914730968989
2026-09-03 15:50:29,repeat_random_states.py,"(1021, 9)",120,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.4349,2450.3876953125,2473.385009765625,3509.6474609375,0.5695006765889714
2026-09-03 15:50:30,repeat_random_states.py,"(1021, 9)",121,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.4437,2862.334228515625,2830.7080078125,2585.114501953125,0.6148252686946112
2026-09-03 15:50:32,repeat_random_states.py,"(1021, 9)",121,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.3581,2862.873046875,2857.7080078125,2622.357421875,0.6092762157515563
2026-09-03 15:50:33,repeat_random_states.py,"(1021, 9)",121,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.3828,2810.379150390625,2846.657958984375,2604.759033203125,0.6118982777718857
2026-09-03 15:50:35,repeat_random_states.py,"(1021, 9)",122,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.3602,2813.62841796875,2834.2021484375,2598.868408203125,0.621702306346698
2026-09-03 15:50:36,repeat_random_states.py,"(1021, 9)",122,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.499,2818.8037109375,2838.257080078125,2597.0771484375,0.6219630406247445
2026-09-03 15:50:38,repeat_random_states.py,"(1021, 9)",122,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.4709,2823.2705078125,2829.80322265625,2637.440185546875,0.6160877603318546
2026-09-03 15:50:39,repeat_random_states.py,"(1021, 9)",123,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.4111,2857.9453125,2831.229736328125,2564.59130859375,0.5751843096771496
2026-09-03 15:50:41,repeat_random_states.py,"(1021, 9)",123,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.547,2906.45849609375,2841.20458984375,2588.425048828125,0.5712363413408801
2026-09-03 15:50:42,repeat_random_states.py,"(1021, 9)",123,sequential,Dense 64 -> 64 -> 64 -> 1,mse,adam,50,256,1.3469,2842.18115234375,2853.11376953125,2551.64306640625,0.5773290924974264
