time,pyfile,data_shape,random_num,model,model_structure,loss,optimizer,epochs,batch_size,train_second,first loss,last loss,test_loss,r2_score,train_ration
2026-09-04 12:50:53,multi_repeat_random_states.py,"(1021, 9)",554,sequential_218,Dense 64 -> 16 -> 32 -> 64 -> 64 -> 32 -> 1,mse,adam_218,50,256,1.4287,2970.384521484375,2862.519287109375,2801.712646484375,0.5626549051030498,0.7
2026-09-04 12:50:54,multi_repeat_random_states.py,"(1021, 9)",638,sequential_218,Dense 64 -> 16 -> 32 -> 64 -> 64 -> 32 -> 1,mse,adam_218,50,256,1.3917,5238.87890625,3290.965087890625,3282.948974609375,0.5106555119067583,0.7
2026-09-04 12:50:55,multi_repeat_random_states.py,"(1021, 9)",722,sequential_218,Dense 64 -> 16 -> 32 -> 64 -> 64 -> 32 -> 1,mse,adam_218,50,256,2.2256,40870.32421875,3917.445556640625,3039.71923828125,0.5657464171964468,0.7
2026-09-04 12:50:56,multi_repeat_random_states.py,"(1021, 9)",555,sequential_219,Dense 64 -> 16 -> 32 -> 64 -> 64 -> 32 -> 1,mse,adam_219,50,256,2.2301,27475.392578125,4536.56689453125,3554.356201171875,0.4394350349167605,0.7
2026-09-04 12:50:56,multi_repeat_random_states.py,"(1021, 9)",638,sequential_218,Dense 64 -> 16 -> 32 -> 64 -> 64 -> 32 -> 1,mse,adam_218,50,256,1.3983,3283.15771484375,2866.83056640625,2989.388671875,0.5544125001807994,0.7
2026-09-04 12:50:57,multi_repeat_random_states.py,"(1021, 9)",722,sequential_218,Dense 64 -> 16 -> 32 -> 64 -> 64 -> 32 -> 1,mse,adam_218,50,256,1.4625,3400.937744140625,3146.294677734375,2626.554443359375,0.6247710126189279,0.7
2026-09-04 12:50:57,multi_repeat_random_states.py,"(1021, 9)",555,sequential_219,Dense 64 -> 16 -> 32 -> 64 -> 64 -> 32 -> 1,mse,adam_219,50,256,1.4225,4196.3486328125,3052.409423828125,2434.59814453125,0.6160343602202406,0.7
2026-09-04 12:50:58,multi_repeat_random_states.py,"(1021, 9)",639,sequential_219,Dense 64 -> 16 -> 32 -> 64 -> 64 -> 32 -> 1,mse,adam_219,50,256,2.2775,87508.46875,5631.35498046875,5349.96533203125,0.18691428627003925,0.7
2026-09-04 12:50:58,multi_repeat_random_states.py,"(1021, 9)",722,sequential_218,Dense 64 -> 16 -> 32 -> 64 -> 64 -> 32 -> 1,mse,adam_218,50,256,1.4117,3022.140380859375,3063.519287109375,2507.150146484375,0.6418290985445587,0.7
2026-09-04 12:50:59,multi_repeat_random_states.py,"(1021, 9)",555,sequential_219,Dense 64 -> 16 -> 32 -> 64 -> 64 -> 32 -> 1,mse,adam_219,50,256,1.4055,3064.1806640625,3880.628173828125,2809.489501953125,0.5569094617009984,0.7
2026-09-04 12:51:00,multi_repeat_random_states.py,"(1021, 9)",639,sequential_219,Dense 64 -> 16 -> 32 -> 64 -> 64 -> 32 -> 1,mse,adam_219,50,256,1.377,5610.44775390625,3233.239501953125,3111.190185546875,0.5271625204402337,0.7
2026-09-04 12:51:01,multi_repeat_random_states.py,"(1021, 9)",723,sequential_219,Dense 64 -> 16 -> 32 -> 64 -> 64 -> 32 -> 1,mse,adam_219,50,256,2.2654,14242.61328125,3001.1533203125,2988.08056640625,0.5645764616335835,0.7
2026-09-04 12:51:01,multi_repeat_random_states.py,"(1021, 9)",556,sequential_220,Dense 64 -> 16 -> 32 -> 64 -> 64 -> 32 -> 1,mse,adam_220,50,256,2.24,31395.638671875,4355.568359375,4301.4267578125,0.4133372512390885,0.7
2026-09-04 12:51:01,multi_repeat_random_states.py,"(1021, 9)",639,sequential_219,Dense 64 -> 16 -> 32 -> 64 -> 64 -> 32 -> 1,mse,adam_219,50,256,1.4929,3205.197998046875,3141.339599609375,3250.260009765625,0.5060266936910411,0.7
2026-09-04 12:51:02,multi_repeat_random_states.py,"(1021, 9)",723,sequential_219,Dense 64 -> 16 -> 32 -> 64 -> 64 -> 32 -> 1,mse,adam_219,50,256,1.4657,2992.20849609375,2859.488525390625,2913.11669921875,0.5755002145673372,0.7
2026-09-04 12:51:03,multi_repeat_random_states.py,"(1021, 9)",556,sequential_220,Dense 64 -> 16 -> 32 -> 64 -> 64 -> 32 -> 1,mse,adam_220,50,256,1.4068,4173.57958984375,2907.37109375,3018.5615234375,0.58830461296609,0.7
2026-09-04 12:51:04,multi_repeat_random_states.py,"(1021, 9)",640,sequential_220,Dense 64 -> 16 -> 32 -> 64 -> 64 -> 32 -> 1,mse,adam_220,50,256,2.2998,106942.6484375,5468.966796875,5375.4267578125,0.20875955523819345,0.7
2026-09-04 12:51:04,multi_repeat_random_states.py,"(1021, 9)",723,sequential_219,Dense 64 -> 16 -> 32 -> 64 -> 64 -> 32 -> 1,mse,adam_219,50,256,1.4161,2872.059326171875,2927.2666015625,3405.55078125,0.5037426911564068,0.7
2026-09-04 12:51:04,multi_repeat_random_states.py,"(1021, 9)",556,sequential_220,Dense 64 -> 16 -> 32 -> 64 -> 64 -> 32 -> 1,mse,adam_220,50,256,1.461,2943.09130859375,2821.844482421875,3352.36865234375,0.5427773367639165,0.7
